station_id,pasture_id,timestamp,air_temp_f,humidity_pct,pressure_hpa,rainfall_in,soil_moisture_10cm,soil_moisture_30cm,soil_moisture_60cm,soil_temp_f,water_tank_pct,trough_level_pct,battery_voltage,solar_voltage,signal_strength,rssi,snr,hop_count,firmware_version,notes
NP1,CC-001,2026-04-25 06:00:00,88.3,29.81,1010.32,0.0,13.47,16.94,20.19,80.4,,,3.95,5.59,-91.0,-91.0,6.25,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 07:00:00,92.42,35.12,1009.59,0.0,12.47,17.25,20.84,84.08,,,3.99,5.85,-94.2,-94.2,4.38,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 08:00:00,97.29,31.09,1010.2,0.0,12.83,17.69,21.13,89.74,,,3.96,5.99,-94.3,-94.3,9.1,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 09:00:00,96.9,27.95,1008.05,0.0,13.96,18.9,21.64,88.4,,,3.97,6.13,-92.5,-92.5,5.3,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 10:00:00,96.05,37.75,1004.32,0.0,13.42,17.68,20.46,89.71,,,3.97,6.27,-89.5,-89.5,5.3,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 11:00:00,100.4,21.66,1007.51,0.0,13.36,20.24,20.7,91.79,,,3.97,6.23,-87.7,-87.7,7.01,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 12:00:00,100.56,27.94,1009.98,0.0,13.58,18.05,21.57,91.95,,,3.97,6.18,-95.9,-95.9,7.0,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 13:00:00,94.28,26.69,1002.85,0.023,14.2,18.67,21.44,86.17,,,3.95,6.2,-91.6,-91.6,10.15,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 14:00:00,96.14,28.49,1002.02,0.0,14.27,19.36,20.22,89.09,,,3.97,5.97,-90.0,-90.0,8.43,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 15:00:00,88.99,31.07,1010.08,0.0,13.55,18.27,22.26,81.29,,,3.94,5.82,-93.5,-93.5,4.39,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 16:00:00,87.41,43.17,1009.71,0.0,13.04,17.53,21.4,82.12,,,3.96,5.71,-90.7,-90.7,6.98,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 17:00:00,83.64,40.55,1007.05,0.0,9.58,17.78,20.35,74.03,,,3.96,5.36,-99.0,-99.0,8.51,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 18:00:00,78.26,40.73,1009.12,0.0,12.86,17.92,20.94,73.37,,,3.96,5.36,-93.8,-93.8,5.66,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 19:00:00,73.03,37.19,997.57,0.0,10.06,18.07,20.65,66.79,,,3.97,5.32,-84.7,-84.7,8.17,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 20:00:00,70.91,39.31,1007.24,0.061,11.33,17.5,20.68,64.45,,,3.98,5.28,-97.4,-97.4,5.06,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 21:00:00,71.95,44.66,1006.27,0.0,11.81,15.64,20.83,68.5,,,3.97,5.27,-94.4,-94.4,5.08,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 22:00:00,68.22,50.92,1006.79,0.0,13.29,17.93,20.68,61.75,,,3.98,5.36,-90.5,-90.5,6.14,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-25 23:00:00,65.11,57.6,1003.7,0.0,12.26,17.05,20.82,61.48,,,3.96,5.33,-91.1,-91.1,2.83,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 00:00:00,67.41,46.02,1015.4,0.0,12.68,17.49,20.66,61.87,,,3.92,5.35,-92.9,-92.9,8.64,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 01:00:00,71.97,28.13,1012.71,0.0,13.03,17.5,19.84,67.26,,,3.98,5.31,-89.6,-89.6,5.85,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 02:00:00,70.55,47.59,1006.98,0.0,12.72,17.07,19.98,63.3,,,3.94,5.28,-94.0,-94.0,7.67,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 03:00:00,75.05,54.89,1008.19,0.0,12.16,18.62,20.8,67.34,,,3.93,5.32,-89.8,-89.8,11.74,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 04:00:00,81.07,40.23,1002.49,0.0,13.34,17.53,20.14,74.26,,,3.96,5.26,-85.9,-85.9,8.12,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 05:00:00,79.35,44.15,1010.55,0.0,12.61,17.99,19.72,74.16,,,3.95,5.24,-90.6,-90.6,10.87,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 06:00:00,88.52,30.67,1010.07,0.0,11.89,18.67,20.58,82.1,,,3.95,5.68,-96.4,-96.4,8.98,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 07:00:00,85.97,26.85,1007.45,0.019,13.6,19.03,21.27,77.3,,,3.94,5.84,-97.9,-97.9,12.79,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 08:00:00,95.06,29.49,1008.57,0.0,13.11,18.51,19.62,86.08,,,3.95,5.94,-97.0,-97.0,9.94,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 09:00:00,94.73,25.79,1007.11,0.046,11.09,19.63,20.48,87.62,,,3.97,6.08,-94.3,-94.3,9.2,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 10:00:00,96.33,22.32,1004.51,0.0,12.17,18.86,22.21,86.76,,,3.94,6.13,-90.5,-90.5,12.29,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 11:00:00,99.22,31.1,1008.27,0.001,14.39,20.13,20.7,91.01,,,3.95,6.13,-95.9,-95.9,7.94,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 12:00:00,98.43,24.07,1004.34,0.0,14.25,18.65,21.38,89.14,,,3.95,6.23,-94.4,-94.4,10.58,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 13:00:00,95.28,33.9,1004.89,0.0,12.33,17.69,20.17,86.86,,,3.92,6.04,-90.2,-90.2,3.52,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 14:00:00,95.4,24.01,1009.03,0.0,13.33,18.25,21.89,86.81,,,3.96,5.89,-93.5,-93.5,7.39,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 15:00:00,88.64,35.98,1010.78,0.066,12.84,18.7,19.45,79.51,,,3.96,5.76,-93.2,-93.2,10.09,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 16:00:00,91.52,43.88,1008.01,0.0,13.16,18.15,20.9,83.21,,,3.95,5.53,-100.4,-100.4,4.87,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 17:00:00,83.67,26.05,1006.28,0.0,14.43,17.14,21.23,77.67,,,3.93,5.24,-90.4,-90.4,6.14,1,rangeiq-mock-0.1,Dry ridge profile.
NP1,CC-001,2026-04-26 18:00:00,81.69,44.14,1001.03,0.0,14.08,18.82,20.52,74.76,,,3.97,5.41,-94.2,-94.2,9.12,1,rangeiq-mock-0.1,Dry ridge profile.
RLY1,CC-001,2026-04-19 19:00:00,,,,,,,,,,,3.81,5.64,-115.7,-115.7,2.47,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-19 20:00:00,,,,,,,,,,,3.83,5.5,-119.4,-119.4,0.19,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-19 21:00:00,,,,,,,,,,,3.83,5.56,-117.6,-117.6,1.6,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-19 22:00:00,,,,,,,,,,,3.81,5.53,-118.1,-118.1,2.06,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-19 23:00:00,,,,,,,,,,,3.83,5.49,-118.7,-118.7,1.38,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 00:00:00,,,,,,,,,,,3.82,5.57,-119.5,-119.5,1.73,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 01:00:00,,,,,,,,,,,3.84,5.6,-117.5,-117.5,4.08,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 02:00:00,,,,,,,,,,,3.79,5.57,-119.3,-119.3,1.31,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 03:00:00,,,,,,,,,,,3.82,5.64,-117.5,-117.5,3.54,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 04:00:00,,,,,,,,,,,3.83,5.5,-112.5,-112.5,1.68,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 05:00:00,,,,,,,,,,,3.82,5.73,-114.7,-114.7,2.46,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 06:00:00,,,,,,,,,,,3.8,5.82,-118.4,-118.4,2.29,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 07:00:00,,,,,,,,,,,3.79,5.97,-117.1,-117.1,1.42,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 08:00:00,,,,,,,,,,,3.8,6.41,-121.0,-121.0,4.81,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 09:00:00,,,,,,,,,,,3.85,6.36,-113.9,-113.9,4.79,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 10:00:00,,,,,,,,,,,3.8,6.68,-116.3,-116.3,1.57,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 11:00:00,,,,,,,,,,,3.81,6.69,-122.0,-122.0,0.68,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 12:00:00,,,,,,,,,,,3.84,6.59,-118.4,-118.4,3.75,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 13:00:00,,,,,,,,,,,3.82,6.57,-119.6,-119.6,2.23,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 14:00:00,,,,,,,,,,,3.81,6.16,-115.8,-115.8,1.67,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 15:00:00,,,,,,,,,,,3.83,6.08,-118.2,-118.2,2.24,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 16:00:00,,,,,,,,,,,3.87,5.8,-120.2,-120.2,2.12,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 17:00:00,,,,,,,,,,,3.81,5.64,-118.4,-118.4,1.51,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 18:00:00,,,,,,,,,,,3.84,5.57,-115.3,-115.3,4.25,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 19:00:00,,,,,,,,,,,3.84,5.62,-117.4,-117.4,3.18,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 20:00:00,,,,,,,,,,,3.78,5.55,-118.7,-118.7,-0.56,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 21:00:00,,,,,,,,,,,3.84,5.67,-118.8,-118.8,0.2,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 22:00:00,,,,,,,,,,,3.8,5.46,-121.3,-121.3,1.22,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-20 23:00:00,,,,,,,,,,,3.8,5.6,-114.8,-114.8,2.67,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 00:00:00,,,,,,,,,,,3.82,5.65,-119.8,-119.8,1.36,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 01:00:00,,,,,,,,,,,3.83,5.51,-118.8,-118.8,2.02,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 02:00:00,,,,,,,,,,,3.86,5.7,-119.3,-119.3,-0.08,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 03:00:00,,,,,,,,,,,3.81,5.53,-124.9,-124.9,4.57,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 04:00:00,,,,,,,,,,,3.83,5.76,-121.5,-121.5,3.1,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 05:00:00,,,,,,,,,,,3.83,5.55,-119.8,-119.8,1.94,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 06:00:00,,,,,,,,,,,3.78,5.77,-119.5,-119.5,0.88,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 07:00:00,,,,,,,,,,,3.8,6.1,-117.3,-117.3,1.91,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 08:00:00,,,,,,,,,,,3.83,6.36,-115.8,-115.8,0.95,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 09:00:00,,,,,,,,,,,3.82,6.56,-118.2,-118.2,3.12,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 10:00:00,,,,,,,,,,,3.83,6.64,-113.8,-113.8,3.98,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 11:00:00,,,,,,,,,,,3.83,6.66,-118.1,-118.1,-0.77,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 12:00:00,,,,,,,,,,,3.81,6.58,-121.0,-121.0,1.21,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 13:00:00,,,,,,,,,,,3.84,6.39,-118.7,-118.7,1.69,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 14:00:00,,,,,,,,,,,3.82,6.32,-118.8,-118.8,2.66,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 15:00:00,,,,,,,,,,,3.83,6.06,-117.9,-117.9,1.01,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 16:00:00,,,,,,,,,,,3.83,5.69,-120.6,-120.6,0.81,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 17:00:00,,,,,,,,,,,3.82,5.33,-117.1,-117.1,3.64,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 18:00:00,,,,,,,,,,,3.82,5.49,-115.0,-115.0,0.98,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 19:00:00,,,,,,,,,,,3.8,5.56,-117.5,-117.5,0.11,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 20:00:00,,,,,,,,,,,3.8,5.6,-116.9,-116.9,3.14,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 21:00:00,,,,,,,,,,,3.8,5.72,-117.8,-117.8,1.49,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 22:00:00,,,,,,,,,,,3.8,5.52,-120.1,-120.1,-0.68,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-21 23:00:00,,,,,,,,,,,3.83,5.69,-120.2,-120.2,2.65,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 00:00:00,,,,,,,,,,,3.83,5.44,-116.2,-116.2,1.46,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 01:00:00,,,,,,,,,,,3.82,5.53,-116.5,-116.5,1.62,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 02:00:00,,,,,,,,,,,3.85,5.47,-115.2,-115.2,4.16,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 03:00:00,,,,,,,,,,,3.79,5.42,-120.9,-120.9,1.36,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 04:00:00,,,,,,,,,,,3.82,5.51,-121.5,-121.5,2.83,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 05:00:00,,,,,,,,,,,3.8,5.57,-117.6,-117.6,2.12,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 06:00:00,,,,,,,,,,,3.83,5.81,-113.0,-113.0,1.35,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 07:00:00,,,,,,,,,,,3.78,5.97,-120.0,-120.0,1.53,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 08:00:00,,,,,,,,,,,3.83,6.28,-118.4,-118.4,1.06,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 09:00:00,,,,,,,,,,,3.8,6.43,-121.7,-121.7,3.06,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 10:00:00,,,,,,,,,,,3.8,6.71,-116.9,-116.9,0.45,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 11:00:00,,,,,,,,,,,3.83,6.6,-123.1,-123.1,2.62,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 12:00:00,,,,,,,,,,,3.82,6.66,-116.2,-116.2,2.63,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 13:00:00,,,,,,,,,,,3.78,6.42,-118.5,-118.5,2.39,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 14:00:00,,,,,,,,,,,3.8,6.22,-119.9,-119.9,2.15,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 15:00:00,,,,,,,,,,,3.81,6.15,-118.0,-118.0,0.84,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 16:00:00,,,,,,,,,,,3.83,5.87,-114.5,-114.5,1.4,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 17:00:00,,,,,,,,,,,3.83,5.63,-114.4,-114.4,2.13,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 18:00:00,,,,,,,,,,,3.8,5.57,-118.6,-118.6,1.23,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 19:00:00,,,,,,,,,,,3.81,5.6,-125.0,-125.0,3.06,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 20:00:00,,,,,,,,,,,3.81,5.53,-121.6,-121.6,2.38,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 21:00:00,,,,,,,,,,,3.8,5.54,-115.8,-115.8,1.18,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 22:00:00,,,,,,,,,,,3.79,5.5,-119.3,-119.3,0.65,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-22 23:00:00,,,,,,,,,,,3.82,5.63,-118.2,-118.2,3.42,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 00:00:00,,,,,,,,,,,3.81,5.51,-121.2,-121.2,0.81,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 01:00:00,,,,,,,,,,,3.79,5.62,-116.7,-116.7,2.63,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 02:00:00,,,,,,,,,,,3.81,5.56,-112.4,-112.4,2.22,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 03:00:00,,,,,,,,,,,3.81,5.44,-116.8,-116.8,0.59,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 04:00:00,,,,,,,,,,,3.81,5.42,-116.1,-116.1,-0.52,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 05:00:00,,,,,,,,,,,3.8,5.56,-116.1,-116.1,0.53,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 06:00:00,,,,,,,,,,,3.81,5.83,-116.4,-116.4,3.32,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 07:00:00,,,,,,,,,,,3.81,6.05,-120.8,-120.8,0.77,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 08:00:00,,,,,,,,,,,3.8,6.3,-116.4,-116.4,3.47,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 09:00:00,,,,,,,,,,,3.8,6.54,-121.1,-121.1,1.36,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 10:00:00,,,,,,,,,,,3.82,6.67,-120.8,-120.8,2.51,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 11:00:00,,,,,,,,,,,3.8,6.73,-114.6,-114.6,3.44,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 12:00:00,,,,,,,,,,,3.8,6.64,-118.5,-118.5,0.59,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 13:00:00,,,,,,,,,,,3.81,6.52,-116.8,-116.8,1.36,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 14:00:00,,,,,,,,,,,3.79,6.22,-121.2,-121.2,3.8,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 15:00:00,,,,,,,,,,,3.81,6.05,-117.3,-117.3,2.12,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 16:00:00,,,,,,,,,,,3.83,5.79,-122.1,-122.1,2.08,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 17:00:00,,,,,,,,,,,3.75,5.55,-113.6,-113.6,1.66,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 18:00:00,,,,,,,,,,,3.79,5.51,-116.6,-116.6,1.59,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 19:00:00,,,,,,,,,,,3.82,5.45,-116.7,-116.7,2.63,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 20:00:00,,,,,,,,,,,3.8,5.64,-119.3,-119.3,2.03,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 21:00:00,,,,,,,,,,,3.79,5.61,-118.5,-118.5,3.81,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 22:00:00,,,,,,,,,,,3.78,5.63,-118.0,-118.0,0.68,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-23 23:00:00,,,,,,,,,,,3.79,5.42,-117.6,-117.6,0.3,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 00:00:00,,,,,,,,,,,3.78,5.54,-118.1,-118.1,0.59,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 01:00:00,,,,,,,,,,,3.77,5.66,-116.9,-116.9,0.9,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 02:00:00,,,,,,,,,,,3.81,5.53,-124.4,-124.4,0.72,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 03:00:00,,,,,,,,,,,3.8,5.52,-119.7,-119.7,3.18,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 04:00:00,,,,,,,,,,,3.8,5.44,-119.2,-119.2,1.88,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 05:00:00,,,,,,,,,,,3.81,5.52,-119.2,-119.2,0.05,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 06:00:00,,,,,,,,,,,3.78,5.76,-117.3,-117.3,1.47,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 07:00:00,,,,,,,,,,,3.79,6.09,-119.1,-119.1,1.67,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 08:00:00,,,,,,,,,,,3.8,6.31,-119.0,-119.0,2.78,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 09:00:00,,,,,,,,,,,3.79,6.58,-122.6,-122.6,2.71,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 10:00:00,,,,,,,,,,,3.78,6.62,-119.6,-119.6,1.81,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 11:00:00,,,,,,,,,,,3.79,6.71,-115.2,-115.2,0.82,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 12:00:00,,,,,,,,,,,3.76,6.62,-118.5,-118.5,4.06,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 13:00:00,,,,,,,,,,,3.78,6.46,-121.8,-121.8,2.21,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
RLY1,CC-001,2026-04-24 14:00:00,,,,,,,,,,,3.83,6.32,-120.0,-120.0,0.31,0,rangeiq-mock-0.1,Hilltop relay node with marginal signal.
